,equities_list
5650,MO
5651,FSFG
5652,PDP
5653,FLS
5654,AMTB
5655,IT
5656,ASA
5657,MMSI
5658,LIVX
5659,HYLS
5660,DMYT
5661,STLD
5662,CRUS
5663,MRAM
5664,ATXI
5665,NMCO
5666,SON
5667,SPAQ
5668,CGA
5669,FEN
5670,MDRX
5671,SAM
5672,ENBL
5673,SHIP
5674,HWM
5675,FCF
5676,LRGE
5677,FIXX
5678,JBT
5679,FVAC.WS
5680,FTAC
5681,ARCB
5682,CPA
5683,CBZ
5684,SJW
5685,PIPR
5686,PFL
5687,RLH
5688,FONR
5689,EH
5690,WRN
5691,FTDR
5692,DFHTU
5693,VXRT
5694,SA
5695,EARN
5696,CATH
5697,RILYO
5698,AMYT
5699,PRVB
5700,QIWI
5701,MNKD
5702,EDUC
5703,EWBC
5704,VSH
5705,AG
5706,BHR
5707,C
5708,TM
5709,TG
5710,AIZP
5711,HCC
5712,SONO
5713,MYSZ
5714,WWE
5715,PETQ
5716,ATEST
5717,AXU
5718,RCKT
5719,TR
5720,BIIB
5721,GLIBA
5722,TPH
5723,MUA
5724,OPESW
5725,FEYE
5726,ESSC
5727,DTSS
5728,PM
5729,WSBCP
5730,RPLA.U
5731,HIW
5732,AFI
5733,NAD
5734,EEX
5735,GLEO.WS
5736,HCCOU
5737,LPG
5738,NVG
5739,GMBLW
5740,CLBS
5741,CTAA
5742,USA
5743,CSII
5744,PTF
5745,AFIB
5746,BJK
5747,GGG
5748,PRQR
5749,LKFN
5750,BDC
5751,TXMD
5752,NFH
5753,NSA
5754,OFG
5755,CCMP
5756,WYY
5757,CME
5758,MTRN
5759,BROG
5760,BLDP
5761,CAL
5762,GPC
5763,PTH
5764,AVRO
5765,TX
5766,XYL
5767,HIE
5768,EWZS
5769,MGEN
5770,IGD
5771,TRNE.WS
5772,SACH
5773,ACHC
5774,AKU
5775,IMAX
5776,CTS
5777,OCSI
5778,AM
5779,SIRI
5780,MDGL
5781,VRTS
5782,EXK
5783,EBIX
5784,III
5785,GPP
5786,CIZ
5787,AINV
5788,REZI
5789,RDVT
5790,NTRS
5791,PNC
5792,XHR
5793,TOTA
5794,SAK
5795,THRM
5796,PRFZ
5797,SIBN
5798,IMMU
5799,CLEU
5800,HAPP
5801,JHAA
5802,MGF
5803,KW
5804,NXRT
5805,V
5806,TRV
5807,VRAY
5808,SSSS
5809,BOSC
5810,CCRN
5811,OPTN
5812,MRLN
5813,RACE
5814,PII
5815,THBR
5816,CEVA
5817,BHTG
5818,TTM
5819,SKT
5820,CPSR
5821,SRAC
5822,TTP
5823,NWHM
5824,CGROU
5825,PIXY
5826,FI
5827,RBC
5828,EDU
5829,SCHL
5830,OTRK
5831,SLAB
5832,LTRX
5833,DXC
5834,UTMD
5835,HTLFP
5836,APTX
5837,SILV
5838,STE
5839,KBWB
5840,ATRS
5841,PRTH
5842,FET
5843,TDIV
5844,HOV
5845,IPV
5846,SCON
5847,ARDC
5848,MDCA
5849,HCACU
5850,MMM
5851,PRCP
5852,IVAC
5853,ELMD
5854,LCAHW
5855,BTAQU
5856,CENT
5857,ANIX
5858,FORTY
5859,PKX
5860,TCRR
5861,CPZ
5862,EVGN
5863,CRNX
5864,HOVNP
5865,SFL
5866,CUBA
5867,KBLMU
5868,GNPX
5869,BRID
5870,NHC
5871,VLY
5872,IMKTA
5873,DWAT
5874,HCXZ
5875,HON
5876,SMBC
5877,BIOL
5878,NBIX
5879,BTU
5880,AMRN
5881,MOTS
5882,CEIX
5883,QRVO
5884,DGRS
5885,FTRI
5886,STT
5887,WBK
5888,AHI
5889,KLR
5890,AVNS
5891,DOCU
5892,CONN
5893,TRGP
5894,BRT
5895,QLC
5896,EBR
5897,NBH
5898,RUSHA
5899,PFC
5900,WCN
5901,GTYH
5902,OXLCO
5903,ALNA
5904,CRNC
5905,IPDN
5906,DPHC
5907,DOC
5908,GSV
5909,GOOS
5910,PBI
5911,LGVW
5912,SAMAU
5913,CANG
5914,NEXA
5915,FMHI
5916,ALKS
5917,NEN
5918,PVL
5919,USPH
5920,KALV
5921,FTXD
5922,SAIC
5923,ABBV
5924,VAC
5925,HVT
5926,FMBIO
5927,COLM
5928,EHTH
5929,QFIN
5930,MSFT
5931,FDNI
5932,AMG
5933,BBC
5934,MYT
5935,ODFL
5936,DPZ
5937,QYLD
5938,PSV
5939,IGR
5940,TTTN
5941,NOC
5942,PROF
5943,KMX
5944,EBR.B
5945,BNED
5946,SYY
5947,GTT
5948,OMCL
5949,EXR
5950,EVI
5951,MYOV
5952,LAZY
5953,ILMN
5954,GPOR
5955,CBOE
5956,CMBM
5957,LNG
5958,LGHL
5959,APG
5960,NAC
5961,HEC
5962,POR
5963,DNLI
5964,WSG
5965,IR
5966,CNSL
5967,NDLS
5968,STK
5969,PFLT
5970,SRCL
5971,COMM
5972,EHT
5973,FBIO
5974,MARK
5975,CINF
5976,HYT
5977,MUSA
5978,MEOH
5979,ZIONO
5980,MRKR
5981,PRSP
5982,RAD
5983,PBPB
5984,SWKH
5985,DNKN
5986,FGB
5987,NC
5988,PRI
5989,GMHIW
5990,AGR
5991,LLNW
5992,ALXN
5993,PED
5994,FPA
5995,BNGO
5996,NRUC
5997,BSQR
5998,LECO
5999,GVP
6000,VRM
6001,SBUX
6002,UDR
6003,BOKFL
6004,BSX
6005,RJF
6006,TBLTW
6007,LNC
6008,ARVN
6009,REVG
6010,KRO
6011,TRMK
6012,ZIONL
6013,CNO
6014,PWR
6015,DRMT
6016,CTRE
6017,OXLCP
6018,OTIC
6019,COHN
6020,QDEL
6021,TT
6022,GRP.U
6023,HCCOW
6024,MVT
6025,EFAS
6026,BANF
6027,PGP
6028,DFNS.U
6029,ALTA
6030,TBPH
6031,FTXH
6032,CAG
6033,WSC
6034,PHK
6035,CFMS
6036,SAND
6037,DLX
6038,RGLD
6039,SPOK
6040,EMB
6041,WM
6042,VAPO
6043,FRME
6044,PCM
6045,DLA
6046,OCUL
6047,DNK
6048,RFAP
6049,SLF
6050,RNGR
6051,HQL
6052,AIV
6053,CRMT
6054,HCCH
6055,NYMTM
6056,CNXM
6057,ADTX
6058,MCEP
6059,INPX
6060,VMO
6061,MAIN
6062,AIC
6063,GEL
6064,APAM
6065,DUKB
6066,VRSK
6067,SUPN
6068,GSMGW
6069,CRMD
6070,EVV
6071,ACAM
6072,BIOC
6073,SAFM
6074,LIN
6075,UUUU.WS
6076,AAON
6077,NHICU
6078,EGF
6079,ESGE
6080,PRTK
6081,VERU
6082,NPA
6083,BBX
6084,FLR
6085,IUSS
6086,CHPMU
6087,CVU
6088,OFED
6089,HFBL
6090,OCFCP
6091,PRFX
6092,CLBK
6093,GMAB
6094,PHX
6095,IMRNW
6096,WDFC
6097,WEC
6098,GSS
6099,NWSA
6100,CDMO
6101,CPSR.WS
6102,ECCB
6103,MRK
6104,PYPL
6105,ETB
6106,OCGN
6107,SOHOO
6108,PLUS
6109,EARS
6110,RLGT
6111,MHLD
6112,ISTB
6113,CMRE
6114,PRNB
6115,BBN
6116,MNLO
6117,GLEO
6118,METX
6119,FSM
6120,ATI
6121,SLVO
6122,ZEUS
6123,MNTX
6124,VICI
6125,FIIIU
6126,SBBA
6127,ENSG
6128,ASR
6129,APA
6130,THC
6131,GIX.WS
6132,FMS
6133,QQQX
6134,IBTE
6135,RTX
6136,PTVCB
6137,ADS
6138,NINE
6139,LPL
6140,SITE
6141,PRAH
6142,FMCIU
6143,BBQ
6144,TREX
6145,WSO.B
6146,OCN
6147,WTFC
6148,REX
6149,SQM
6150,OIS
6151,SELF
6152,MCBC
6153,RES
6154,DDI
6155,EMO
6156,LJPC
6157,MTT
6158,AVY
6159,DBVT
6160,NFINW
6161,BORR
6162,AMCX
6163,LITE
6164,IRDM
6165,GTX
6166,CPHI
6167,LII
6168,CCNE
6169,OMEX
6170,BUI
6171,ALK
6172,DFPHW
6173,APTV
6174,AEHR
6175,PRPLW
6176,SCL
6177,OSBC
6178,GOED
6179,SOHU
6180,EMIF
6181,LSACW
6182,NEPT
6183,KRUS
6184,RNST
6185,VLT
6186,FTGC
6187,GIII
6188,VIOT
6189,CTY
6190,HOME
6191,NOVS
6192,LCTX
6193,CCF
6194,AAL
6195,SWIR
6196,CPT
6197,NKSH
6198,AXDX
6199,ITRG
6200,LPSN
6201,LTRPB
6202,GRCYW
6203,BAH
6204,NSPR.WS.B
6205,IBTF
6206,AROW
6207,NRT
6208,CGBD
6209,DIS
6210,FOLD
6211,GNT
6212,GGT
6213,CFR
6214,CREXW
6215,EDF
6216,JHB
6217,ICBK
6218,RIO
6219,NEP
6220,TDW.WS.B
6221,FALN
6222,CPG
6223,ADT
6224,MDP
6225,MSVB
6226,NBACU
6227,BFST
6228,MBB
6229,GMHI
6230,CARA
6231,O
6232,GMO
6233,UCTT
6234,PIC.WS
6235,SNP
6236,AZUL
6237,HP
6238,COCP
6239,RIVE
6240,TDW
6241,BBP
6242,INSE
6243,SBR
6244,PSTH.U
6245,MERC
6246,RBB
6247,GLBS
6248,JEF
6249,KCAC
6250,MTCH
6251,MQY
6252,DPHCU
6253,CDTX
6254,JWN
6255,IFN
6256,ALRN
6257,BBY
6258,SHW
6259,NR
6260,APOG
6261,MANT
6262,AAMC
6263,PRH
6264,AEY
6265,PSCD
6266,ONEQ
6267,JLL
6268,AMED
6269,NYV
6270,NHI
6271,VRS
6272,MIC
6273,BF.B
6274,BDJ
6275,INWK
6276,FTA
6277,RNA
6278,LSCC
6279,ARNC
6280,IIVIP
6281,DG
6282,TRUP
6283,ALV
6284,ASPU
6285,CVS
6286,MCMJ
6287,FNY
6288,CCNEP
6289,ABEO
6290,SEEL
6291,RNEM
6292,PNR
6293,MTZ
6294,CLSK
6295,PAAS
6296,PRK
6297,TYME
6298,SNX
6299,CYAD
6300,ZTS
6301,AMBC
6302,RAIL
6303,DQ
6304,FLMN
6305,PXS
6306,WWD
6307,BSDE
6308,MWK
6309,GDEN
6310,CPS
6311,AMGN
6312,PAVM
6313,GNTX
6314,MANH
6315,FLXS
6316,EQC
6317,CVBF
6318,DLTH
6319,FBMS
6320,RCG
6321,VCTR
6322,PSM
6323,LIVKU
6324,TS
6325,GOOGL
6326,PLYA
6327,ULBI
6328,TAP
6329,LRCX
6330,CGRO
6331,NTP
6332,OBNK
6333,CUB
6334,COE
6335,ACP
6336,GOL
6337,COOP
6338,BLUE
6339,NOVN
6340,PLAN
6341,MT
6342,SND
6343,FSV
6344,MSN
6345,MFL
6346,RH
6347,QABA
6348,DKL
6349,IDT
6350,MELI
6351,MSBI
6352,PSN
6353,JFIN
6354,OSK
6355,DOOO
6356,GDO
6357,TAP.A
6358,CWT
6359,BPYPN
6360,GOOG
6361,CIO
6362,THW
6363,DIT
6364,WMB
6365,WES
6366,SGMO
6367,RCMT
6368,FDX
6369,FINS
6370,AZRE
6371,KBWY
6372,DHR
6373,ODP
6374,XPO
6375,LGVW.WS
6376,PRT
6377,SOJD
6378,ISDR
6379,MIK
6380,HMNF
6381,TDY
6382,ENTXW
6383,MMT
6384,EBF
6385,MIRM
6386,FINX
6387,HBI
6388,FANG
6389,XENT
6390,EMCF
6391,MTD
6392,BSJN
6393,DDIV
6394,ETN
6395,SLRX
6396,BSBK
6397,TBKCP
6398,SYK
6399,ELY
6400,YIN
6401,RLJ
6402,IHG
6403,EML
6404,RNET
6405,OPBK
6406,NLY
6407,FYT
6408,BRBR
6409,GJO
6410,ABM
6411,YTRA
6412,WPG
6413,VERT.U
6414,ALX
6415,LGC
6416,NID
6417,RACA
6418,EOLS
6419,NOG
6420,WEI
6421,CASA
6422,EOT
6423,MMYT
6424,TAC
6425,HAFC
6426,OTRKP
6427,BSA
6428,IBUY
6429,DTF
6430,BCACU
6431,NDMO
6432,MFA
6433,CUBI
6434,KBLMR
6435,PIZ
6436,SVT
6437,IHT
6438,AMS
6439,AVCT
6440,RVP
6441,SNDL
6442,HCAP
6443,MAA
6444,KIQ
6445,DBX
6446,BUD
6447,GMBL
6448,XOMA
6449,BND
6450,SGMA
6451,NWGI
6452,AMTX
6453,LGND
6454,SFTW
6455,PBR
6456,SCD
6457,ITUB
6458,UZD
6459,VRT.WS
6460,CCX.WS
6461,SINO
6462,WORX
6463,EAST
6464,ENVA
6465,IUSG
6466,AZN
6467,RAND
6468,BRMK
6469,TLYS
6470,PCSB
6471,ALOT
6472,DFPH
6473,PCIM
6474,PHUN
6475,CFRX
6476,CRI
6477,OXSQL
6478,GTES
6479,JEQ
6480,SNDE
6481,RESN
6482,IIF
6483,NESR
6484,GBAB
6485,POST
6486,AMPE
6487,FAST
6488,SIM
6489,CCJ
6490,JAMF
6491,AQST
6492,GLV
6493,TEVA
6494,MFM
6495,BGS
6496,BSMM
6497,OCFC
6498,ABMD
6499,NWE
6500,MEI
6501,LEJU
6502,AKBA
6503,SCS
6504,MYD
6505,PHGE.U
6506,NCSM
6507,TLRY
6508,PRPO
6509,AEE
6510,GECCM
6511,NBTB
6512,SCM
6513,USWSW
6514,BDSI
6515,PACK.WS
6516,LC
6517,HMY
6518,MGNX
6519,TPC
6520,GEF
6521,SRI
6522,VERY
6523,INMD
6524,JKI
6525,NEM
6526,GRF
6527,IMOS
6528,CM
6529,ED
6530,FMAO
6531,CX
6532,ADPT
6533,TSN
6534,NGHCZ
6535,FTS
6536,JYNT
6537,RSSS
6538,TISI
6539,SMED
6540,HUN
6541,AIHS
6542,CVCO
6543,TPR
6544,FTXG
6545,CSA
6546,NPN
6547,LMPX
6548,WPF.WS
6549,FF
6550,CFB
6551,VEL
6552,LYB
6553,TENX
6554,NAK
6555,SANM
6556,ALSK
6557,NUS
6558,LDSF
6559,CZNC
6560,FOUR
6561,LOAK.U
6562,HYMC
6563,PIH
6564,HLAL
6565,DSGX
6566,PSF
6567,CACI
6568,FSZ
6569,OPESU
6570,GGN
6571,ASRVP
6572,GLDI
6573,EKSO
6574,FTXN
6575,GYRO
6576,SFNC
6577,HCCHR
6578,ERC
6579,SFB
6580,TTOO
6581,SINT
6582,BHE
6583,FRLN
6584,BOTZ
6585,LFACU
6586,SOGO
6587,LUV
6588,IVH
6589,AOD
6590,SSNT
6591,AFGH
6592,NNA
6593,WEN
6594,ASLN
6595,RAVE
6596,WMS
6597,TVTY
6598,BW
6599,BURL
6600,EGLE
6601,BLL
6602,METC
6603,ACCD
6604,INFI
6605,RWLK
6606,FIS
6607,CMG
6608,LSXMA
6609,FAAR
6610,ZIONP
6611,JBL
6612,KURA
6613,TBC
6614,NNDM
6615,CNK
6616,LOW
6617,EPC
6618,GRAM
6619,ECOR
6620,AOUT
6621,IESC
6622,BYND
6623,MTBC
6624,REXN
6625,GAINM
6626,TDJ
6627,ETH
